Date,Position,Returns,StrategyReturns,CumulativeReturns
2023-03-29,0,-0.0031949206270793784,0.0031949206270793784,1.0424723372046762
2023-03-30,0,-0.0014957199992599035,-0.0,1.0424723372046762
2023-03-31,0,0.0034239214418887443,0.0,1.0424723372046762
2023-04-03,0,0.002345929020759252,0.0,1.0424723372046762
2023-04-04,0,0.0031915218272107193,0.0,1.0424723372046762
2023-04-05,0,0.0008482947939698615,0.0,1.0424723372046762
2023-04-10,0,0.00021195457769751513,0.0,1.0424723372046762
2023-04-11,0,-0.008050869957053175,-0.0,1.0424723372046762
2023-04-12,0,-0.027979525455567922,-0.0,1.0424723372046762
2023-04-13,0,0.0008789478576713972,0.0,1.0424723372046762
2023-04-14,1,-0.015587246901532015,-0.0,1.0424723372046762
2023-04-17,1,-0.00758251898820006,-0.00758251898820006,1.0345677709131484
2023-04-18,1,-0.0233708070905021,-0.0233708070905021,1.0103890871170864
2023-04-19,1,-0.004141746639845012,-0.004141746639845012,1.0062043115105832
2023-04-20,1,0.006931678840557565,0.006931678840557565,1.013178996645959
2023-04-21,1,-0.010784791210545763,-0.010784791210545763,1.002252072708222
2023-04-24,1,0.0013917317964347031,0.0013917317964347031,1.0036469387858526
2023-04-25,1,0.0025480800328292474,0.0025480800328292474,1.006204311510583
2023-04-26,1,-0.008548958926074546,-0.008548958926074546,0.9976023121802399
2023-04-27,1,-0.0013983074692235364,-0.0013983074692235364,0.9962073574158036
2023-04-28,1,-0.028704774469926253,-0.028704774469926253,0.9676114498959018
2023-05-02,1,-0.01297446215012732,-0.01297446215012732,0.9550572117631976
2023-05-03,1,0.011927892938873086,0.011927892938873086,0.9664490319356076
2023-05-04,0,0.006013952413647106,0.006013952413647106,0.9722612104238837
2023-05-05,0,0.0031085860608297544,0.0,0.9722612104238837
2023-05-08,0,-0.007628121311190061,-0.0,0.9722612104238837
2023-05-09,0,0.0009607758780652009,0.0,0.9722612104238837
2023-05-10,0,0.0,0.0,0.9722612104238837
2023-05-11,0,0.011999040604053324,0.0,0.9722612104238837
2023-05-12,0,-0.005216917608686811,-0.0,0.9722612104238837
2023-05-15,0,0.01668654946862036,0.0,0.9722612104238837
2023-05-16,0,0.011957756231819827,0.0,0.9722612104238837
2023-05-17,0,-0.0034754755887215216,-0.0,0.9722612104238837
2023-05-18,-1,0.017902824641082837,0.0,0.9722612104238837
2023-05-19,-1,-0.009821843699527988,0.009821843699527988,0.9818106080677811
2023-05-22,-1,0.0016147565695072696,-0.0016147565695072696,0.9802252229383918
2023-05-23,-1,0.0018425111568038943,-0.0018425111568038943,0.9784191470289472
2023-05-24,-1,0.004827565160290925,-0.004827565160290925,0.9736957648425887
2023-05-25,0,-0.03180049001973584,0.03180049001973584,1.0046597672947246
2023-05-26,0,-0.009451831965108126,-0.0,1.0046597672947246
2023-05-29,0,0.007156561661781247,0.0,1.0046597672947246
2023-05-30,0,-0.0030791346365828254,-0.0,1.0046597672947246
2023-05-31,0,-0.007602748720934471,-0.0,1.0046597672947246
2023-06-01,1,-0.02202542431314669,-0.0,1.0046597672947246
2023-06-02,1,-0.0007343642697044128,-0.0007343642697044128,1.003921981058414
2023-06-05,1,-0.01298380164770252,-0.01298380164770252,0.9908872571865829
2023-06-06,0,0.012906439462583075,0.012906439462583075,1.0036760835857066
2023-06-07,0,0.011026633989203782,0.0,1.0036760835857066
2023-06-08,0,-0.010664048584785202,-0.0,1.0036760835857066
2023-06-09,0,0.014208766178120058,0.0,1.0036760835857066
2023-06-12,0,-0.0012078031380399201,-0.0,1.0036760835857066
2023-06-13,0,0.007013323488000545,0.0,1.0036760835857066
2023-06-14,0,0.008405434532868128,0.0,1.0036760835857066
2023-06-15,0,-0.0033342033519732084,-0.0,1.0036760835857066
2023-06-16,0,0.012664339625290122,0.0,1.0036760835857066
2023-06-19,0,-0.0030675097885507485,-0.0,1.0036760835857066
2023-06-20,0,-0.008994108121070599,-0.0,1.0036760835857066
2023-06-21,0,0.000238885514344922,0.0,1.0036760835857066
2023-06-22,0,-0.004536829908318829,-0.0,1.0036760835857066
2023-06-23,0,0.009834489347990472,0.0,1.0036760835857066
2023-06-26,0,-0.001425120208273456,-0.0,1.0036760835857066
2023-06-27,-1,0.020456721970096847,0.0,1.0036760835857066
2023-06-28,0,-0.024475594741515616,0.024475594741515616,1.028241652659302
2023-06-29,0,0.00955798185097323,0.0,1.028241652659302
