Date,Open,High,Low,Close,Adj Close,Volume
2023-01-05,40.63999938964844,41.4900016784668,39.93000030517578,41.4900016784668,41.024417877197266,4547054
2023-01-06,41.099998474121094,42.70000076293945,40.93000030517578,42.529998779296875,42.0527458190918,1356400
2023-01-09,42.150001525878906,43.970001220703125,42.150001525878906,43.13999938964844,42.65589904785156,3198916
2023-01-10,42.959999084472656,44.099998474121094,42.849998474121094,43.900001525878906,43.40737533569336,1340685
2023-01-11,43.880001068115234,44.619998931884766,43.880001068115234,44.41999816894531,43.92153549194336,3658581
2023-01-12,44.400001525878906,45.0,43.86000061035156,44.81999969482422,44.317047119140625,1511265
2023-01-13,44.349998474121094,45.2400016784668,44.0,44.83000183105469,44.32693862915039,582571
2023-01-16,44.22999954223633,45.18000030517578,44.060001373291016,45.040000915527344,44.53458023071289,103676
2023-01-17,45.040000915527344,45.38999938964844,44.52000045776367,44.900001525878906,44.39615249633789,904873
2023-01-18,45.540000915527344,45.540000915527344,44.06999969482422,44.38999938964844,43.89187240600586,1749069
2023-01-19,44.529998779296875,44.529998779296875,43.41999816894531,44.08000183105469,43.58535385131836,1268090
2023-01-20,44.189998626708984,44.97999954223633,43.779998779296875,44.47999954223633,43.98086166381836,1856920
2023-01-23,44.599998474121094,45.369998931884766,44.38999938964844,45.189998626708984,44.68289566040039,1044903
2023-01-24,45.400001525878906,46.4900016784668,45.400001525878906,46.20000076293945,45.68156433105469,1175387
2023-01-25,46.099998474121094,46.099998474121094,45.209999084472656,45.939998626708984,45.42448043823242,1018553
2023-01-26,46.20000076293945,46.9900016784668,45.869998931884766,46.29999923706055,45.78044128417969,1480324
2023-01-27,46.400001525878906,46.52000045776367,45.66999816894531,46.209999084472656,45.69144821166992,1753833
2023-01-30,46.18000030517578,46.209999084472656,45.34000015258789,45.41999816894531,44.91031265258789,439229
2023-01-31,45.36000061035156,45.880001068115234,44.66999816894531,45.63999938964844,45.127845764160156,2207250
2023-02-01,45.63999938964844,46.70000076293945,45.63999938964844,46.150001525878906,45.63212585449219,3251959
2023-02-02,46.36000061035156,47.31999969482422,46.25,46.52000045776367,45.99797058105469,1145393
2023-02-03,46.279998779296875,47.97999954223633,46.27000045776367,47.70000076293945,47.164730072021484,1487044
2023-02-07,47.619998931884766,47.619998931884766,45.540000915527344,46.06999969482422,45.55302047729492,1086230
2023-02-08,46.13999938964844,46.189998626708984,44.599998474121094,45.0099983215332,44.504913330078125,492156
2023-02-09,45.130001068115234,46.13999938964844,44.70000076293945,45.189998626708984,44.68289566040039,952006
2023-02-10,45.27000045776367,45.84000015258789,44.779998779296875,44.91999816894531,44.415924072265625,1120277
2023-02-13,44.939998626708984,46.2599983215332,44.90999984741211,46.2599983215332,45.74088668823242,553565
2023-02-14,46.060001373291016,46.36000061035156,45.41999816894531,45.61000061035156,45.098182678222656,766112
2023-02-15,45.650001525878906,45.81999969482422,45.36000061035156,45.54999923706055,45.038856506347656,471962
2023-02-16,45.369998931884766,45.7400016784668,45.029998779296875,45.56999969482422,45.058631896972656,119094
2023-02-17,45.529998779296875,45.540000915527344,43.43000030517578,44.790000915527344,44.28738784790039,3006273
2023-02-20,44.5,45.349998474121094,44.0,44.58000183105469,44.079742431640625,349173
2023-02-21,44.2400016784668,44.25,43.2400016784668,43.25,42.76466751098633,410898
2023-02-22,43.40999984741211,43.61000061035156,42.09000015258789,42.099998474121094,41.62757110595703,997382
2023-02-23,42.47999954223633,42.83000183105469,41.95000076293945,42.36000061035156,41.8846549987793,558417
2023-02-24,42.15999984741211,42.2599983215332,41.619998931884766,42.15999984741211,41.68689727783203,1626765
2023-02-27,42.08000183105469,43.72999954223633,42.029998779296875,43.599998474121094,43.11073684692383,327696
2023-02-28,43.369998931884766,44.97999954223633,43.13999938964844,44.380001068115234,43.881988525390625,781503
2023-03-01,44.43000030517578,44.77000045776367,43.0,44.20000076293945,43.70400619506836,1227736
2023-03-02,43.40999984741211,43.97999954223633,43.099998474121094,43.720001220703125,43.229393005371094,515716
2023-03-03,43.4900016784668,45.22999954223633,43.4900016784668,45.02000045776367,44.51480484008789,845862
2023-03-06,45.04999923706055,45.25,44.29999923706055,45.04999923706055,44.54446792602539,552087
2023-03-07,44.72999954223633,45.09000015258789,44.5,44.650001525878906,44.148956298828125,1035733
2023-03-08,44.25,45.25,43.380001068115234,45.0,44.49502944946289,2490623
2023-03-09,45.0,46.189998626708984,45.0,45.709999084472656,45.197059631347656,1153422
2023-03-10,45.54999923706055,46.099998474121094,45.0,45.29999923706055,44.79166030883789,606972
2023-03-13,45.2400016784668,46.5,45.029998779296875,45.5,44.989418029785156,1291440
2023-03-14,45.52000045776367,46.2400016784668,45.45000076293945,46.2400016784668,45.72111511230469,2661143
2023-03-15,45.470001220703125,46.43000030517578,45.130001068115234,46.13999938964844,45.62223434448242,2043839
2023-03-16,46.0099983215332,46.470001220703125,45.68000030517578,46.060001373291016,45.54313659667969,2119657
2023-03-17,46.25,46.5,45.47999954223633,45.70000076293945,45.18717575073242,1921432
2023-03-21,45.81999969482422,46.5,45.470001220703125,46.13999938964844,45.62223434448242,2762900
2023-03-22,46.290000915527344,46.630001068115234,45.65999984741211,46.220001220703125,45.70133972167969,2579894
2023-03-23,46.400001525878906,46.88999938964844,45.84000015258789,46.06999969482422,45.55302047729492,1605922
2023-03-24,46.22999954223633,46.900001525878906,45.90999984741211,46.349998474121094,45.82987976074219,1640722
2023-03-27,46.040000915527344,46.810001373291016,45.77000045776367,46.630001068115234,46.10673904418945,1989812
2023-03-28,46.029998779296875,47.459999084472656,46.029998779296875,46.95000076293945,46.42314910888672,1250422
2023-03-29,46.95000076293945,47.0,46.040000915527344,46.79999923706055,46.27482986450195,1517045
2023-03-30,46.63999938964844,47.790000915527344,46.25,46.72999954223633,46.20561599731445,5049667
2023-03-31,47.18000030517578,47.22999954223633,46.369998931884766,46.88999938964844,46.36381912231445,919915
2023-04-03,46.650001525878906,47.81999969482422,46.04999923706055,47.0,46.47258377075195,1733353
2023-04-04,47.189998626708984,47.45000076293945,46.689998626708984,47.150001525878906,46.62090301513672,1676591
2023-04-05,47.310001373291016,47.599998474121094,46.720001220703125,47.189998626708984,46.66045379638672,1719797
2023-04-10,46.91999816894531,47.40999984741211,46.720001220703125,47.20000076293945,46.67034149169922,4483808
2023-04-11,47.29999923706055,47.4900016784668,46.529998779296875,46.81999969482422,46.29460525512695,3594627
2023-04-12,46.9900016784668,46.9900016784668,44.709999084472656,45.5099983215332,44.999305725097656,1708953
2023-04-13,45.65999984741211,45.810001373291016,45.439998626708984,45.54999923706055,45.038856506347656,1192994
2023-04-14,45.599998474121094,45.959999084472656,44.310001373291016,44.84000015258789,44.336822509765625,2990465
2023-04-17,45.0,45.0099983215332,44.279998779296875,44.5,44.000640869140625,2440256
2023-04-18,44.52000045776367,44.970001220703125,43.380001068115234,43.459999084472656,42.97230911254883,1351079
2023-04-19,43.70000076293945,43.7599983215332,42.779998779296875,43.279998779296875,42.79432678222656,2303283
2023-04-20,43.4900016784668,44.380001068115234,43.29999923706055,43.58000183105469,43.090965270996094,2274005
2023-04-21,43.65999984741211,44.029998779296875,43.0,43.11000061035156,42.62623977661133,1835226
2023-04-24,43.15999984741211,44.02000045776367,43.0099983215332,43.16999816894531,42.68556213378906,487157
2023-04-25,43.189998626708984,43.4900016784668,43.0,43.279998779296875,42.79432678222656,767562
2023-04-26,43.29999923706055,43.709999084472656,42.7400016784668,42.90999984741211,42.42848205566406,1194464
2023-04-27,42.79999923706055,43.849998474121094,42.099998474121094,42.849998474121094,42.3691520690918,2056957
2023-04-28,42.15999984741211,42.58000183105469,40.81999969482422,41.619998931884766,41.152957916259766,9028068
2023-05-02,41.47999954223633,41.599998474121094,40.5,41.08000183105469,40.6190185546875,2007442
2023-05-03,41.400001525878906,41.72999954223633,40.939998626708984,41.56999969482422,41.103519439697266,3025655
2023-05-04,41.68000030517578,42.209999084472656,41.36000061035156,41.81999969482422,41.350711822509766,1617965
2023-05-05,41.75,42.22999954223633,41.619998931884766,41.95000076293945,41.47925567626953,1467092
2023-05-08,41.959999084472656,42.16999816894531,41.11000061035156,41.630001068115234,41.162845611572266,1112986
2023-05-09,41.66999816894531,41.810001373291016,41.2400016784668,41.66999816894531,41.202396392822266,1252331
2023-05-10,41.599998474121094,41.81999969482422,41.130001068115234,41.66999816894531,41.202396392822266,1022609
2023-05-11,41.56999969482422,42.22999954223633,41.22999954223633,42.16999816894531,41.69678497314453,1264748
2023-05-12,42.060001373291016,42.810001373291016,41.599998474121094,41.95000076293945,41.47925567626953,1922603
2023-05-15,42.0,42.84000015258789,41.63999938964844,42.650001525878906,42.17140197753906,596858
2023-05-16,42.70000076293945,43.65999984741211,42.63999938964844,43.15999984741211,42.67567443847656,828099
2023-05-17,43.0,43.369998931884766,42.59000015258789,43.0099983215332,42.52735900878906,802734
2023-05-18,43.0099983215332,43.83000183105469,43.0099983215332,43.779998779296875,43.288719177246094,1127442
2023-05-19,43.599998474121094,43.75,43.13999938964844,43.349998474121094,42.86354446411133,1349734
2023-05-22,43.279998779296875,43.720001220703125,43.15999984741211,43.41999816894531,42.93275833129883,1075241
2023-05-23,43.40999984741211,43.75,43.27000045776367,43.5,43.01185989379883,1377282
2023-05-24,43.279998779296875,43.97999954223633,43.279998779296875,43.709999084472656,43.219505310058594,2008251
2023-05-25,43.31999969482422,43.400001525878906,42.06999969482422,42.31999969482422,41.84510040283203,1260287
2023-05-26,42.31999969482422,42.63999938964844,41.349998474121094,41.91999816894531,41.449588775634766,1011810
2023-05-29,42.0,42.70000076293945,41.650001525878906,42.220001220703125,41.7462272644043,202552
2023-05-30,42.310001373291016,43.09000015258789,41.13999938964844,42.09000015258789,41.61768341064453,1497212
2023-05-31,42.290000915527344,42.34000015258789,41.02000045776367,41.77000045776367,41.301273345947266,1031429
2023-06-01,41.59000015258789,41.61000061035156,40.54999923706055,40.849998474121094,40.391597747802734,861360
2023-06-02,40.72999954223633,40.939998626708984,40.41999816894531,40.81999969482422,40.361934661865234,370278
2023-06-05,40.790000915527344,40.95000076293945,39.95000076293945,40.290000915527344,39.83788299560547,609091
2023-06-06,40.400001525878906,41.0099983215332,40.0,40.810001373291016,40.352046966552734,1894874
2023-06-07,41.0,41.7400016784668,40.66999816894531,41.2599983215332,40.7969970703125,1884805
2023-06-08,41.310001373291016,41.45000076293945,40.52000045776367,40.81999969482422,40.361934661865234,712776
2023-06-09,40.91999816894531,41.650001525878906,40.779998779296875,41.400001525878906,40.935428619384766,466398
2023-06-12,41.41999816894531,41.52000045776367,41.099998474121094,41.349998474121094,40.885986328125,410367
2023-06-13,41.349998474121094,41.72999954223633,41.27000045776367,41.63999938964844,41.172733306884766,343227
2023-06-14,41.63999938964844,42.77000045776367,41.63999938964844,41.9900016784668,41.51880645751953,803230
2023-06-15,41.9900016784668,42.150001525878906,41.40999984741211,41.849998474121094,41.380374908447266,336795
2023-06-16,42.20000076293945,43.029998779296875,41.08000183105469,42.380001068115234,41.9044303894043,2677346
2023-06-19,42.34000015258789,42.779998779296875,41.619998931884766,42.25,41.77588653564453,109221
2023-06-20,42.04999923706055,42.630001068115234,41.61000061035156,41.869998931884766,41.400150299072266,338934
2023-06-21,41.849998474121094,42.22999954223633,41.41999816894531,41.880001068115234,41.41004180908203,151885
2023-06-22,41.84000015258789,42.22999954223633,41.58000183105469,41.689998626708984,41.222171783447266,1497807
2023-06-23,41.7400016784668,42.220001220703125,41.709999084472656,42.099998474121094,41.62757110595703,279306
2023-06-26,42.099998474121094,42.459999084472656,41.9900016784668,42.040000915527344,41.56824493408203,506688
2023-06-27,42.380001068115234,43.150001525878906,42.22999954223633,42.900001525878906,42.41859436035156,374360
2023-06-28,42.86000061035156,43.08000183105469,41.849998474121094,41.849998474121094,41.380374908447266,1054064
2023-06-29,41.900001525878906,43.380001068115234,41.790000915527344,42.25,41.77588653564453,1215881
